Datum,FinanceGroep,Budget
3/7/2025,Gratis/ <3,43
3/7/2025,Abonnement,209
3/8/2025,Vol betalend,386
3/8/2025,Actie,1043
3/8/2025,Accommodatie,66
3/8/2025,Scholen alleen entree,0
3/8/2025,Evenementen Scholen,0
3/8/2025,Evenementen met entree,80
3/8/2025,Groepen,54
3/8/2025,Gratis/ <3,278
3/8/2025,Abonnement,1343
3/9/2025,Vol betalend,446
3/9/2025,Actie,1205
3/9/2025,Accommodatie,77
3/9/2025,Scholen alleen entree,0
3/9/2025,Evenementen Scholen,0
3/9/2025,Evenementen met entree,91
3/9/2025,Groepen,61
3/9/2025,Gratis/ <3,320
3/9/2025,Abonnement,1550
3/10/2025,Vol betalend,89
3/10/2025,Actie,241
3/10/2025,Accommodatie,16
3/10/2025,Scholen alleen entree,0
3/10/2025,Evenementen Scholen,31
3/10/2025,Evenementen met entree,0
3/10/2025,Groepen,0
3/10/2025,Gratis/ <3,64
3/10/2025,Abonnement,309
3/11/2025,Vol betalend,89
3/11/2025,Actie,241
3/11/2025,Accommodatie,16
3/11/2025,Scholen alleen entree,0
3/11/2025,Evenementen Scholen,31
3/11/2025,Evenementen met entree,0
3/11/2025,Groepen,0
3/11/2025,Gratis/ <3,64
3/11/2025,Abonnement,309
3/12/2025,Vol betalend,119
3/12/2025,Actie,322
3/12/2025,Accommodatie,20
3/12/2025,Scholen alleen entree,0
3/12/2025,Evenementen Scholen,41
3/12/2025,Evenementen met entree,0
3/12/2025,Groepen,0
3/12/2025,Gratis/ <3,86
3/12/2025,Abonnement,412
3/13/2025,Vol betalend,89
3/13/2025,Actie,241
3/13/2025,Accommodatie,16
3/13/2025,Scholen alleen entree,0
3/13/2025,Evenementen Scholen,31
3/13/2025,Evenementen met entree,0
3/13/2025,Groepen,0
3/13/2025,Gratis/ <3,64
3/13/2025,Abonnement,309
3/14/2025,Vol betalend,89
3/14/2025,Actie,241
3/14/2025,Accommodatie,16
3/14/2025,Scholen alleen entree,10
3/14/2025,Evenementen Scholen,31
3/14/2025,Evenementen met entree,0
3/14/2025,Groepen,0
3/14/2025,Gratis/ <3,64
3/14/2025,Abonnement,299
3/15/2025,Vol betalend,417
3/15/2025,Actie,1125
3/15/2025,Accommodatie,72
3/15/2025,Scholen alleen entree,0
3/15/2025,Evenementen Scholen,0
3/15/2025,Evenementen met entree,86
3/15/2025,Groepen,57
3/15/2025,Gratis/ <3,300
3/15/2025,Abonnement,1443
3/16/2025,Vol betalend,476
3/16/2025,Actie,1286
3/16/2025,Accommodatie,82
3/16/2025,Scholen alleen entree,0
3/16/2025,Evenementen Scholen,0
3/16/2025,Evenementen met entree,98
3/16/2025,Groepen,65
3/16/2025,Gratis/ <3,343
3/16/2025,Abonnement,1650
3/17/2025,Vol betalend,89
3/17/2025,Actie,241
3/17/2025,Accommodatie,15
3/17/2025,Scholen alleen entree,0
3/17/2025,Evenementen Scholen,31
3/17/2025,Evenementen met entree,0
3/17/2025,Groepen,0
3/17/2025,Gratis/ <3,64
3/17/2025,Abonnement,310
3/18/2025,Vol betalend,89
3/18/2025,Actie,241
3/18/2025,Accommodatie,15
3/18/2025,Scholen alleen entree,0
3/18/2025,Evenementen Scholen,31
3/18/2025,Evenementen met entree,0
3/18/2025,Groepen,0
3/18/2025,Gratis/ <3,64
3/18/2025,Abonnement,310
3/19/2025,Vol betalend,148
3/19/2025,Actie,402
3/19/2025,Accommodatie,26
3/19/2025,Scholen alleen entree,0
3/19/2025,Evenementen Scholen,51
3/19/2025,Evenementen met entree,0
3/19/2025,Groepen,0
3/19/2025,Gratis/ <3,107
3/19/2025,Abonnement,516
3/20/2025,Vol betalend,89
3/20/2025,Actie,241
3/20/2025,Accommodatie,15
3/20/2025,Scholen alleen entree,0
3/20/2025,Evenementen Scholen,31
3/20/2025,Evenementen met entree,0
3/20/2025,Groepen,0
3/20/2025,Gratis/ <3,64
3/20/2025,Abonnement,310
3/21/2025,Vol betalend,119
3/21/2025,Actie,322
3/21/2025,Accommodatie,20
3/21/2025,Scholen alleen entree,10
3/21/2025,Evenementen Scholen,41
3/21/2025,Evenementen met entree,0
3/21/2025,Groepen,0
3/21/2025,Gratis/ <3,86
3/21/2025,Abonnement,402
3/22/2025,Vol betalend,417
3/22/2025,Actie,1125
3/22/2025,Accommodatie,72
3/22/2025,Scholen alleen entree,0
3/22/2025,Evenementen Scholen,0
3/22/2025,Evenementen met entree,86
3/22/2025,Groepen,57
3/22/2025,Gratis/ <3,300
3/22/2025,Abonnement,1443
3/23/2025,Vol betalend,476
3/23/2025,Actie,1286
3/23/2025,Accommodatie,82
3/23/2025,Scholen alleen entree,0
3/23/2025,Evenementen Scholen,0
3/23/2025,Evenementen met entree,98
3/23/2025,Groepen,65
3/23/2025,Gratis/ <3,343
3/23/2025,Abonnement,1650
3/24/2025,Vol betalend,119
3/24/2025,Actie,322
3/24/2025,Accommodatie,20
3/24/2025,Scholen alleen entree,0
3/24/2025,Evenementen Scholen,41
3/24/2025,Evenementen met entree,0
3/24/2025,Groepen,0
3/24/2025,Gratis/ <3,86
3/24/2025,Abonnement,412
3/25/2025,Vol betalend,119
3/25/2025,Actie,322
3/25/2025,Accommodatie,20
3/25/2025,Scholen alleen entree,0
3/25/2025,Evenementen Scholen,41
3/25/2025,Evenementen met entree,0
3/25/2025,Groepen,0
3/25/2025,Gratis/ <3,86
3/25/2025,Abonnement,412
3/26/2025,Vol betalend,178
3/26/2025,Actie,482
3/26/2025,Accommodatie,31
3/26/2025,Scholen alleen entree,0
3/26/2025,Evenementen Scholen,61
3/26/2025,Evenementen met entree,0
3/26/2025,Groepen,0
3/26/2025,Gratis/ <3,129
3/26/2025,Abonnement,619
3/27/2025,Vol betalend,119
3/27/2025,Actie,322
3/27/2025,Accommodatie,20
3/27/2025,Scholen alleen entree,0
3/27/2025,Evenementen Scholen,41
3/27/2025,Evenementen met entree,0
3/27/2025,Groepen,0
3/27/2025,Gratis/ <3,86
3/27/2025,Abonnement,412
3/28/2025,Vol betalend,119
3/28/2025,Actie,322
3/28/2025,Accommodatie,20
3/28/2025,Scholen alleen entree,10
3/28/2025,Evenementen Scholen,41
3/28/2025,Evenementen met entree,0
3/28/2025,Groepen,0
3/28/2025,Gratis/ <3,86
3/28/2025,Abonnement,402
3/29/2025,Vol betalend,417
3/29/2025,Actie,1125
3/29/2025,Accommodatie,72
3/29/2025,Scholen alleen entree,0
3/29/2025,Evenementen Scholen,0
3/29/2025,Evenementen met entree,86
3/29/2025,Groepen,57
3/29/2025,Gratis/ <3,300
3/29/2025,Abonnement,1443
3/30/2025,Vol betalend,476
3/30/2025,Actie,1286
3/30/2025,Accommodatie,82
3/30/2025,Scholen alleen entree,0
3/30/2025,Evenementen Scholen,0
3/30/2025,Evenementen met entree,98
3/30/2025,Groepen,65
3/30/2025,Gratis/ <3,343
3/30/2025,Abonnement,1650
3/31/2025,Vol betalend,119
3/31/2025,Actie,322
3/31/2025,Accommodatie,20
3/31/2025,Scholen alleen entree,0
3/31/2025,Evenementen Scholen,41
3/31/2025,Evenementen met entree,0
3/31/2025,Groepen,0
3/31/2025,Gratis/ <3,86
3/31/2025,Abonnement,412
4/1/2025,Vol betalend,190
4/1/2025,Actie,402
4/1/2025,Accommodatie,20
4/1/2025,Scholen alleen entree,0
4/1/2025,Evenementen Scholen,116
4/1/2025,Evenementen met entree,0
4/1/2025,Groepen,0
4/1/2025,Gratis/ <3,73
4/1/2025,Abonnement,199
4/2/2025,Vol betalend,285
4/2/2025,Actie,604
4/2/2025,Accommodatie,29
4/2/2025,Scholen alleen entree,0
4/2/2025,Evenementen Scholen,174
4/2/2025,Evenementen met entree,0
4/2/2025,Groepen,0
4/2/2025,Gratis/ <3,111
4/2/2025,Abonnement,297
4/3/2025,Vol betalend,190
4/3/2025,Actie,402
4/3/2025,Accommodatie,20
4/3/2025,Scholen alleen entree,0
4/3/2025,Evenementen Scholen,116
4/3/2025,Evenementen met entree,0
4/3/2025,Groepen,0
4/3/2025,Gratis/ <3,73
4/3/2025,Abonnement,199
4/4/2025,Vol betalend,190
4/4/2025,Actie,402
4/4/2025,Accommodatie,20
4/4/2025,Scholen alleen entree,44
4/4/2025,Evenementen Scholen,116
4/4/2025,Evenementen met entree,0
4/4/2025,Groepen,0
4/4/2025,Gratis/ <3,73
4/4/2025,Abonnement,155
4/5/2025,Vol betalend,666
4/5/2025,Actie,1407
4/5/2025,Accommodatie,68
4/5/2025,Scholen alleen entree,0
4/5/2025,Evenementen Scholen,0
4/5/2025,Evenementen met entree,112
4/5/2025,Groepen,75
4/5/2025,Gratis/ <3,256
4/5/2025,Abonnement,916
4/6/2025,Vol betalend,761
4/6/2025,Actie,1608
4/6/2025,Accommodatie,78
4/6/2025,Scholen alleen entree,0
4/6/2025,Evenementen Scholen,0
4/6/2025,Evenementen met entree,128
4/6/2025,Groepen,85
4/6/2025,Gratis/ <3,291
4/6/2025,Abonnement,1049
4/7/2025,Vol betalend,285
4/7/2025,Actie,604
4/7/2025,Accommodatie,29
4/7/2025,Scholen alleen entree,0
4/7/2025,Evenementen Scholen,174
4/7/2025,Evenementen met entree,0
4/7/2025,Groepen,0
4/7/2025,Gratis/ <3,110
4/7/2025,Abonnement,298
4/8/2025,Vol betalend,285
4/8/2025,Actie,604
4/8/2025,Accommodatie,29
4/8/2025,Scholen alleen entree,0
4/8/2025,Evenementen Scholen,174
4/8/2025,Evenementen met entree,0
4/8/2025,Groepen,0
4/8/2025,Gratis/ <3,110
4/8/2025,Abonnement,298
4/9/2025,Vol betalend,285
4/9/2025,Actie,604
4/9/2025,Accommodatie,29
4/9/2025,Scholen alleen entree,0
4/9/2025,Evenementen Scholen,174
4/9/2025,Evenementen met entree,0
4/9/2025,Groepen,0
4/9/2025,Gratis/ <3,110
4/9/2025,Abonnement,298
4/10/2025,Vol betalend,285
4/10/2025,Actie,604
4/10/2025,Accommodatie,29
4/10/2025,Scholen alleen entree,0
4/10/2025,Evenementen Scholen,174
4/10/2025,Evenementen met entree,0
4/10/2025,Groepen,0
4/10/2025,Gratis/ <3,110
4/10/2025,Abonnement,298
4/11/2025,Vol betalend,285
4/11/2025,Actie,604
4/11/2025,Accommodatie,29
4/11/2025,Scholen alleen entree,44
4/11/2025,Evenementen Scholen,203
4/11/2025,Evenementen met entree,0
4/11/2025,Groepen,0
4/11/2025,Gratis/ <3,110
4/11/2025,Abonnement,225
4/12/2025,Vol betalend,666
4/12/2025,Actie,1407
4/12/2025,Accommodatie,68
4/12/2025,Scholen alleen entree,0
4/12/2025,Evenementen Scholen,0
4/12/2025,Evenementen met entree,112
4/12/2025,Groepen,75
4/12/2025,Gratis/ <3,256
4/12/2025,Abonnement,916
4/13/2025,Vol betalend,761
4/13/2025,Actie,1608
4/13/2025,Accommodatie,78
4/13/2025,Scholen alleen entree,0
4/13/2025,Evenementen Scholen,0
4/13/2025,Evenementen met entree,128
4/13/2025,Groepen,85
4/13/2025,Gratis/ <3,291
4/13/2025,Abonnement,1049
4/14/2025,Vol betalend,333
4/14/2025,Actie,704
4/14/2025,Accommodatie,34
4/14/2025,Scholen alleen entree,0
4/14/2025,Evenementen Scholen,203
4/14/2025,Evenementen met entree,0
4/14/2025,Groepen,0
4/14/2025,Gratis/ <3,128
4/14/2025,Abonnement,348
4/15/2025,Vol betalend,333
4/15/2025,Actie,704
4/15/2025,Accommodatie,34
4/15/2025,Scholen alleen entree,0
4/15/2025,Evenementen Scholen,203
4/15/2025,Evenementen met entree,0
4/15/2025,Groepen,0
4/15/2025,Gratis/ <3,128
4/15/2025,Abonnement,348
4/16/2025,Vol betalend,381
4/16/2025,Actie,804
4/16/2025,Accommodatie,39
4/16/2025,Scholen alleen entree,0
4/16/2025,Evenementen Scholen,203
4/16/2025,Evenementen met entree,0
4/16/2025,Groepen,0
4/16/2025,Gratis/ <3,146
4/16/2025,Abonnement,427
4/17/2025,Vol betalend,333
4/17/2025,Actie,704
4/17/2025,Accommodatie,34
4/17/2025,Scholen alleen entree,29
4/17/2025,Evenementen Scholen,203
4/17/2025,Evenementen met entree,0
4/17/2025,Groepen,0
4/17/2025,Gratis/ <3,128
4/17/2025,Abonnement,319
4/18/2025,Vol betalend,761
4/18/2025,Actie,1608
4/18/2025,Accommodatie,78
4/18/2025,Scholen alleen entree,0
4/18/2025,Evenementen Scholen,0
4/18/2025,Evenementen met entree,0
4/18/2025,Groepen,0
4/18/2025,Gratis/ <3,291
4/18/2025,Abonnement,1262
4/19/2025,Vol betalend,856
4/19/2025,Actie,1809
4/19/2025,Accommodatie,88
4/19/2025,Scholen alleen entree,0
4/19/2025,Evenementen Scholen,0
4/19/2025,Evenementen met entree,144
4/19/2025,Groepen,96
4/19/2025,Gratis/ <3,329
4/19/2025,Abonnement,1178
4/20/2025,Vol betalend,999
4/20/2025,Actie,2111
4/20/2025,Accommodatie,103
4/20/2025,Scholen alleen entree,0
4/20/2025,Evenementen Scholen,0
4/20/2025,Evenementen met entree,168
4/20/2025,Groepen,112
4/20/2025,Gratis/ <3,383
4/20/2025,Abonnement,1374
4/21/2025,Vol betalend,1046
4/21/2025,Actie,2212
4/21/2025,Accommodatie,108
4/21/2025,Scholen alleen entree,0
4/21/2025,Evenementen Scholen,0
4/21/2025,Evenementen met entree,0
4/21/2025,Groepen,0
4/21/2025,Gratis/ <3,402
4/21/2025,Abonnement,1732
4/22/2025,Vol betalend,761
4/22/2025,Actie,1608
4/22/2025,Accommodatie,78
4/22/2025,Scholen alleen entree,0
4/22/2025,Evenementen Scholen,0
4/22/2025,Evenementen met entree,0
4/22/2025,Groepen,0
4/22/2025,Gratis/ <3,291
4/22/2025,Abonnement,1262
4/23/2025,Vol betalend,761
4/23/2025,Actie,1608
4/23/2025,Accommodatie,78
4/23/2025,Scholen alleen entree,0
4/23/2025,Evenementen Scholen,0
4/23/2025,Evenementen met entree,0
4/23/2025,Groepen,0
4/23/2025,Gratis/ <3,291
4/23/2025,Abonnement,1262
4/24/2025,Vol betalend,761
4/24/2025,Actie,1608
4/24/2025,Accommodatie,78
4/24/2025,Scholen alleen entree,0
4/24/2025,Evenementen Scholen,0
4/24/2025,Evenementen met entree,0
4/24/2025,Groepen,0
4/24/2025,Gratis/ <3,291
4/24/2025,Abonnement,1262
4/25/2025,Vol betalend,761
4/25/2025,Actie,1608
4/25/2025,Accommodatie,78
4/25/2025,Scholen alleen entree,0
4/25/2025,Evenementen Scholen,0
4/25/2025,Evenementen met entree,0
4/25/2025,Groepen,0
4/25/2025,Gratis/ <3,291
4/25/2025,Abonnement,1262
4/26/2025,Vol betalend,761
4/26/2025,Actie,1608
4/26/2025,Accommodatie,78
4/26/2025,Scholen alleen entree,0
4/26/2025,Evenementen Scholen,0
4/26/2025,Evenementen met entree,128
4/26/2025,Groepen,85
4/26/2025,Gratis/ <3,291
4/26/2025,Abonnement,1049
4/27/2025,Vol betalend,951
4/27/2025,Actie,2011
4/27/2025,Accommodatie,99
4/27/2025,Scholen alleen entree,0
4/27/2025,Evenementen Scholen,0
4/27/2025,Evenementen met entree,160
4/27/2025,Groepen,107
4/27/2025,Gratis/ <3,365
4/27/2025,Abonnement,1307
4/28/2025,Vol betalend,856
4/28/2025,Actie,1809
4/28/2025,Accommodatie,89
4/28/2025,Scholen alleen entree,0
4/28/2025,Evenementen Scholen,0
4/28/2025,Evenementen met entree,0
4/28/2025,Groepen,0
4/28/2025,Gratis/ <3,329
4/28/2025,Abonnement,1417
4/29/2025,Vol betalend,856
4/29/2025,Actie,1809
4/29/2025,Accommodatie,89
4/29/2025,Scholen alleen entree,0
4/29/2025,Evenementen Scholen,0
4/29/2025,Evenementen met entree,0
4/29/2025,Groepen,0
4/29/2025,Gratis/ <3,329
4/29/2025,Abonnement,1417
4/30/2025,Vol betalend,856
4/30/2025,Actie,1809
4/30/2025,Accommodatie,89
4/30/2025,Scholen alleen entree,0
4/30/2025,Evenementen Scholen,0
4/30/2025,Evenementen met entree,0
4/30/2025,Groepen,0
4/30/2025,Gratis/ <3,329
4/30/2025,Abonnement,1417
5/1/2025,Vol betalend,1260
5/1/2025,Actie,3436
5/1/2025,Accommodatie,117
5/1/2025,Scholen alleen entree,0
5/1/2025,Evenementen Scholen,0
5/1/2025,Evenementen met entree,0
5/1/2025,Groepen,0
5/1/2025,Gratis/ <3,511
5/1/2025,Abonnement,1676
5/2/2025,Vol betalend,900
5/2/2025,Actie,2454
5/2/2025,Accommodatie,83
5/2/2025,Scholen alleen entree,0
5/2/2025,Evenementen Scholen,0
5/2/2025,Evenementen met entree,0
5/2/2025,Groepen,0
5/2/2025,Gratis/ <3,365
5/2/2025,Abonnement,1198
5/3/2025,Vol betalend,900
5/3/2025,Actie,2454
5/3/2025,Accommodatie,83
5/3/2025,Scholen alleen entree,0
5/3/2025,Evenementen Scholen,0
5/3/2025,Evenementen met entree,129
5/3/2025,Groepen,86
5/3/2025,Gratis/ <3,365
5/3/2025,Abonnement,983
5/4/2025,Vol betalend,900
5/4/2025,Actie,2454
5/4/2025,Accommodatie,83
5/4/2025,Scholen alleen entree,0
5/4/2025,Evenementen Scholen,0
5/4/2025,Evenementen met entree,129
5/4/2025,Groepen,86
5/4/2025,Gratis/ <3,365
5/4/2025,Abonnement,983
5/5/2025,Vol betalend,720
5/5/2025,Actie,1963
5/5/2025,Accommodatie,67
5/5/2025,Scholen alleen entree,0
5/5/2025,Evenementen Scholen,0
5/5/2025,Evenementen met entree,0
5/5/2025,Groepen,0
5/5/2025,Gratis/ <3,292
5/5/2025,Abonnement,958
5/6/2025,Vol betalend,147
5/6/2025,Actie,811
5/6/2025,Accommodatie,28
5/6/2025,Scholen alleen entree,0
5/6/2025,Evenementen Scholen,103
5/6/2025,Evenementen met entree,0
5/6/2025,Groepen,0
5/6/2025,Gratis/ <3,120
5/6/2025,Abonnement,291
5/7/2025,Vol betalend,147
5/7/2025,Actie,811
5/7/2025,Accommodatie,28
5/7/2025,Scholen alleen entree,0
5/7/2025,Evenementen Scholen,103
5/7/2025,Evenementen met entree,0
5/7/2025,Groepen,0
5/7/2025,Gratis/ <3,120
5/7/2025,Abonnement,291
5/8/2025,Vol betalend,147
5/8/2025,Actie,811
5/8/2025,Accommodatie,28
5/8/2025,Scholen alleen entree,0
5/8/2025,Evenementen Scholen,103
5/8/2025,Evenementen met entree,0
5/8/2025,Groepen,0
5/8/2025,Gratis/ <3,120
5/8/2025,Abonnement,291
5/9/2025,Vol betalend,147
5/9/2025,Actie,811
5/9/2025,Accommodatie,28
5/9/2025,Scholen alleen entree,34
5/9/2025,Evenementen Scholen,103
5/9/2025,Evenementen met entree,0
5/9/2025,Groepen,0
5/9/2025,Gratis/ <3,120
5/9/2025,Abonnement,257
5/10/2025,Vol betalend,810
5/10/2025,Actie,2209
5/10/2025,Accommodatie,75
5/10/2025,Scholen alleen entree,0
5/10/2025,Evenementen Scholen,0
5/10/2025,Evenementen met entree,116
5/10/2025,Groepen,77
5/10/2025,Gratis/ <3,329
5/10/2025,Abonnement,884
5/11/2025,Vol betalend,900
5/11/2025,Actie,2454
5/11/2025,Accommodatie,83
5/11/2025,Scholen alleen entree,0
5/11/2025,Evenementen Scholen,0
5/11/2025,Evenementen met entree,129
5/11/2025,Groepen,87
5/11/2025,Gratis/ <3,365
5/11/2025,Abonnement,982
5/12/2025,Vol betalend,100
5/12/2025,Actie,477
5/12/2025,Accommodatie,42
5/12/2025,Scholen alleen entree,0
5/12/2025,Evenementen Scholen,157
5/12/2025,Evenementen met entree,0
5/12/2025,Groepen,0
5/12/2025,Gratis/ <3,183
5/12/2025,Abonnement,191
5/13/2025,Vol betalend,200
5/13/2025,Actie,727
5/13/2025,Accommodatie,42
5/13/2025,Scholen alleen entree,0
5/13/2025,Evenementen Scholen,157
5/13/2025,Evenementen met entree,0
5/13/2025,Groepen,0
5/13/2025,Gratis/ <3,183
5/13/2025,Abonnement,191
5/14/2025,Vol betalend,200
5/14/2025,Actie,727
5/14/2025,Accommodatie,42
5/14/2025,Scholen alleen entree,0
5/14/2025,Evenementen Scholen,157
5/14/2025,Evenementen met entree,0
5/14/2025,Groepen,0
5/14/2025,Gratis/ <3,183
5/14/2025,Abonnement,191
5/15/2025,Vol betalend,200
5/15/2025,Actie,727
5/15/2025,Accommodatie,42
5/15/2025,Scholen alleen entree,0
5/15/2025,Evenementen Scholen,157
5/15/2025,Evenementen met entree,0
5/15/2025,Groepen,0
5/15/2025,Gratis/ <3,183
5/15/2025,Abonnement,191
5/16/2025,Vol betalend,150
5/16/2025,Actie,954
5/16/2025,Accommodatie,83
5/16/2025,Scholen alleen entree,34
5/16/2025,Evenementen Scholen,311
5/16/2025,Evenementen met entree,0
5/16/2025,Groepen,0
5/16/2025,Gratis/ <3,365
5/16/2025,Abonnement,-397
5/17/2025,Vol betalend,810
5/17/2025,Actie,2209
5/17/2025,Accommodatie,75
5/17/2025,Scholen alleen entree,0
5/17/2025,Evenementen Scholen,0
5/17/2025,Evenementen met entree,116
5/17/2025,Groepen,77
5/17/2025,Gratis/ <3,329
5/17/2025,Abonnement,884
5/18/2025,Vol betalend,900
5/18/2025,Actie,2454
5/18/2025,Accommodatie,83
5/18/2025,Scholen alleen entree,0
5/18/2025,Evenementen Scholen,0
5/18/2025,Evenementen met entree,129
5/18/2025,Groepen,86
5/18/2025,Gratis/ <3,365
5/18/2025,Abonnement,983
5/19/2025,Vol betalend,205
5/19/2025,Actie,804
5/19/2025,Accommodatie,38
5/19/2025,Scholen alleen entree,0
5/19/2025,Evenementen Scholen,141
5/19/2025,Evenementen met entree,0
5/19/2025,Groepen,0
5/19/2025,Gratis/ <3,164
5/19/2025,Abonnement,148
5/20/2025,Vol betalend,205
5/20/2025,Actie,804
5/20/2025,Accommodatie,38
5/20/2025,Scholen alleen entree,0
5/20/2025,Evenementen Scholen,141
5/20/2025,Evenementen met entree,0
5/20/2025,Groepen,0
5/20/2025,Gratis/ <3,164
5/20/2025,Abonnement,148
5/21/2025,Vol betalend,205
5/21/2025,Actie,804
5/21/2025,Accommodatie,38
5/21/2025,Scholen alleen entree,0
5/21/2025,Evenementen Scholen,141
5/21/2025,Evenementen met entree,0
5/21/2025,Groepen,0
5/21/2025,Gratis/ <3,164
5/21/2025,Abonnement,148
5/22/2025,Vol betalend,205
5/22/2025,Actie,804
5/22/2025,Accommodatie,38
5/22/2025,Scholen alleen entree,0
5/22/2025,Evenementen Scholen,141
5/22/2025,Evenementen met entree,0
5/22/2025,Groepen,0
5/22/2025,Gratis/ <3,164
5/22/2025,Abonnement,148
5/23/2025,Vol betalend,205
5/23/2025,Actie,804
5/23/2025,Accommodatie,38
5/23/2025,Scholen alleen entree,34
5/23/2025,Evenementen Scholen,141
5/23/2025,Evenementen met entree,0
5/23/2025,Groepen,0
5/23/2025,Gratis/ <3,164
5/23/2025,Abonnement,114
5/24/2025,Vol betalend,410
5/24/2025,Actie,4209
5/24/2025,Accommodatie,75
5/24/2025,Scholen alleen entree,0
5/24/2025,Evenementen Scholen,0
5/24/2025,Evenementen met entree,116
5/24/2025,Groepen,77
5/24/2025,Gratis/ <3,329
5/24/2025,Abonnement,884
5/25/2025,Vol betalend,400
5/25/2025,Actie,4954
5/25/2025,Accommodatie,83
5/25/2025,Scholen alleen entree,0
5/25/2025,Evenementen Scholen,0
5/25/2025,Evenementen met entree,129
5/25/2025,Groepen,86
5/25/2025,Gratis/ <3,365
5/25/2025,Abonnement,983
5/26/2025,Vol betalend,405
5/26/2025,Actie,1104
5/26/2025,Accommodatie,38
5/26/2025,Scholen alleen entree,0
5/26/2025,Evenementen Scholen,141
5/26/2025,Evenementen met entree,0
5/26/2025,Groepen,0
5/26/2025,Gratis/ <3,164
5/26/2025,Abonnement,898
5/27/2025,Vol betalend,405
5/27/2025,Actie,1104
5/27/2025,Accommodatie,38
5/27/2025,Scholen alleen entree,0
5/27/2025,Evenementen Scholen,141
5/27/2025,Evenementen met entree,0
5/27/2025,Groepen,0
5/27/2025,Gratis/ <3,164
5/27/2025,Abonnement,1148
5/28/2025,Vol betalend,405
5/28/2025,Actie,1104
5/28/2025,Accommodatie,38
5/28/2025,Scholen alleen entree,29
5/28/2025,Evenementen Scholen,141
5/28/2025,Evenementen met entree,0
5/28/2025,Groepen,0
5/28/2025,Gratis/ <3,164
5/28/2025,Abonnement,1119
5/29/2025,Vol betalend,1200
5/29/2025,Actie,3331
5/29/2025,Accommodatie,126
5/29/2025,Scholen alleen entree,0
5/29/2025,Evenementen Scholen,0
5/29/2025,Evenementen met entree,0
5/29/2025,Groepen,0
5/29/2025,Gratis/ <3,548
5/29/2025,Abonnement,1795
5/30/2025,Vol betalend,1110
5/30/2025,Actie,3086
5/30/2025,Accommodatie,117
5/30/2025,Scholen alleen entree,0
5/30/2025,Evenementen Scholen,0
5/30/2025,Evenementen met entree,0
5/30/2025,Groepen,0
5/30/2025,Gratis/ <3,511
5/30/2025,Abonnement,1676
5/31/2025,Vol betalend,900
5/31/2025,Actie,2454
5/31/2025,Accommodatie,83
5/31/2025,Scholen alleen entree,0
5/31/2025,Evenementen Scholen,0
5/31/2025,Evenementen met entree,129
5/31/2025,Groepen,86
5/31/2025,Gratis/ <3,365
5/31/2025,Abonnement,983
6/1/2025,Vol betalend,579
6/1/2025,Actie,2157
6/1/2025,Accommodatie,86
6/1/2025,Scholen alleen entree,0
6/1/2025,Evenementen Scholen,0
6/1/2025,Evenementen met entree,140
6/1/2025,Groepen,93
6/1/2025,Gratis/ <3,405
6/1/2025,Abonnement,1540
6/2/2025,Vol betalend,203
6/2/2025,Actie,755
6/2/2025,Accommodatie,30
6/2/2025,Scholen alleen entree,0
6/2/2025,Evenementen Scholen,273
6/2/2025,Evenementen met entree,0
6/2/2025,Groepen,0
6/2/2025,Gratis/ <3,142
6/2/2025,Abonnement,347
6/3/2025,Vol betalend,203
6/3/2025,Actie,755
6/3/2025,Accommodatie,30
6/3/2025,Scholen alleen entree,0
6/3/2025,Evenementen Scholen,273
6/3/2025,Evenementen met entree,0
6/3/2025,Groepen,0
6/3/2025,Gratis/ <3,142
6/3/2025,Abonnement,347
6/4/2025,Vol betalend,203
6/4/2025,Actie,755
6/4/2025,Accommodatie,30
6/4/2025,Scholen alleen entree,0
6/4/2025,Evenementen Scholen,273
6/4/2025,Evenementen met entree,0
6/4/2025,Groepen,0
6/4/2025,Gratis/ <3,142
6/4/2025,Abonnement,347
6/5/2025,Vol betalend,203
6/5/2025,Actie,755
6/5/2025,Accommodatie,30
6/5/2025,Scholen alleen entree,0
6/5/2025,Evenementen Scholen,273
6/5/2025,Evenementen met entree,0
6/5/2025,Groepen,0
6/5/2025,Gratis/ <3,142
6/5/2025,Abonnement,347
6/6/2025,Vol betalend,203
6/6/2025,Actie,755
6/6/2025,Accommodatie,30
6/6/2025,Scholen alleen entree,72
6/6/2025,Evenementen Scholen,273
6/6/2025,Evenementen met entree,0
6/6/2025,Groepen,0
6/6/2025,Gratis/ <3,142
6/6/2025,Abonnement,275
6/7/2025,Vol betalend,492
6/7/2025,Actie,1833
6/7/2025,Accommodatie,73
6/7/2025,Scholen alleen entree,0
6/7/2025,Evenementen Scholen,0
6/7/2025,Evenementen met entree,119
6/7/2025,Groepen,79
6/7/2025,Gratis/ <3,344
6/7/2025,Abonnement,1310
6/8/2025,Vol betalend,811
6/8/2025,Actie,3020
6/8/2025,Accommodatie,121
6/8/2025,Scholen alleen entree,0
6/8/2025,Evenementen Scholen,0
6/8/2025,Evenementen met entree,195
6/8/2025,Groepen,130
6/8/2025,Gratis/ <3,567
6/8/2025,Abonnement,2156
6/9/2025,Vol betalend,695
6/9/2025,Actie,2588
6/9/2025,Accommodatie,104
6/9/2025,Scholen alleen entree,0
6/9/2025,Evenementen Scholen,0
6/9/2025,Evenementen met entree,0
