AccessGroupId;Description;Date;NumberOfUsedEntrances
29;Abonnement WILDLANDS;2018-02-10;381
11;Vol betalend E-Ticket;2018-02-10;26
19;Acties E-Ticket;2018-02-10;26
22;Acties Joint Promotions Open e-tickets;2018-02-10;86
27;Acties Joint Promotions gesloten e-tickets;2018-02-10;150
32;Acties Joint Promotions gesloten Overig;2018-02-10;2
5;Gratis;2018-02-11;74
1;Vol betalend;2018-02-11;121
20;Acties Overig;2018-02-11;7
6;Accommodatiehouder e-tickets;2018-02-11;69
21;Accommodatiehouder meerdagenpas;2018-02-11;6
8;Abonnement;2018-02-11;38
29;Abonnement WILDLANDS;2018-02-11;665
11;Vol betalend E-Ticket;2018-02-11;7
19;Acties E-Ticket;2018-02-11;18
22;Acties Joint Promotions Open e-tickets;2018-02-11;38
27;Acties Joint Promotions gesloten e-tickets;2018-02-11;70
5;Gratis;2018-02-12;40
1;Vol betalend;2018-02-12;95
20;Acties Overig;2018-02-12;7
6;Accommodatiehouder e-tickets;2018-02-12;145
21;Accommodatiehouder meerdagenpas;2018-02-12;14
8;Abonnement;2018-02-12;14
29;Abonnement WILDLANDS;2018-02-12;120
11;Vol betalend E-Ticket;2018-02-12;5
31;Acties Joint Promotions open Overig;2018-02-12;2
19;Acties E-Ticket;2018-02-12;22
22;Acties Joint Promotions Open e-tickets;2018-02-12;64
27;Acties Joint Promotions gesloten e-tickets;2018-02-12;62
32;Acties Joint Promotions gesloten Overig;2018-02-12;8
5;Gratis;2018-02-13;42
1;Vol betalend;2018-02-13;90
8;Abonnement;2018-02-13;5
6;Accommodatiehouder e-tickets;2018-02-13;190
11;Vol betalend E-Ticket;2018-02-13;2
20;Acties Overig;2018-02-13;22
19;Acties E-Ticket;2018-02-13;11
22;Acties Joint Promotions Open e-tickets;2018-02-13;72
21;Accommodatiehouder meerdagenpas;2018-02-13;32
27;Acties Joint Promotions gesloten e-tickets;2018-02-13;101
29;Abonnement WILDLANDS;2018-02-13;165
32;Acties Joint Promotions gesloten Overig;2018-02-13;8
1;Vol betalend;2018-02-14;135
5;Gratis;2018-02-14;89
6;Accommodatiehouder e-tickets;2018-02-14;120
8;Abonnement;2018-02-14;59
11;Vol betalend E-Ticket;2018-02-14;17
20;Acties Overig;2018-02-14;110
19;Acties E-Ticket;2018-02-14;89
21;Accommodatiehouder meerdagenpas;2018-02-14;22
22;Acties Joint Promotions Open e-tickets;2018-02-14;70
26;Entree Scholen WILDLANDS;2018-02-14;22
27;Acties Joint Promotions gesloten e-tickets;2018-02-14;77
28;Entree Groepen WILDLANDS;2018-02-14;6
29;Abonnement WILDLANDS;2018-02-14;796
37;Accommodatiehouder;2018-02-14;2
5;Gratis;2018-02-15;8
1;Vol betalend;2018-02-15;39
6;Accommodatiehouder e-tickets;2018-02-15;19
20;Acties Overig;2018-02-15;1
8;Abonnement;2018-02-15;4
28;Entree Groepen WILDLANDS;2018-02-15;36
11;Vol betalend E-Ticket;2018-02-15;2
31;Acties Joint Promotions open Overig;2018-02-15;2
19;Acties E-Ticket;2018-02-15;15
21;Accommodatiehouder meerdagenpas;2018-02-15;20
22;Acties Joint Promotions Open e-tickets;2018-02-15;15
27;Acties Joint Promotions gesloten e-tickets;2018-02-15;22
29;Abonnement WILDLANDS;2018-02-15;57
1;Vol betalend;2018-02-16;95
5;Gratis;2018-02-16;51
6;Accommodatiehouder e-tickets;2018-02-16;62
8;Abonnement;2018-02-16;8
11;Vol betalend E-Ticket;2018-02-16;5
21;Accommodatiehouder meerdagenpas;2018-02-16;6
19;Acties E-Ticket;2018-02-16;21
29;Abonnement WILDLANDS;2018-02-16;238
20;Acties Overig;2018-02-16;4
31;Acties Joint Promotions open Overig;2018-02-16;2
22;Acties Joint Promotions Open e-tickets;2018-02-16;45
32;Acties Joint Promotions gesloten Overig;2018-02-16;1
27;Acties Joint Promotions gesloten e-tickets;2018-02-16;72
1;Vol betalend;2018-02-17;158
5;Gratis;2018-02-17;81
20;Acties Overig;2018-02-17;13
6;Accommodatiehouder e-tickets;2018-02-17;134
8;Abonnement;2018-02-17;34
11;Vol betalend E-Ticket;2018-02-17;17
19;Acties E-Ticket;2018-02-17;42
21;Accommodatiehouder meerdagenpas;2018-02-17;19
22;Acties Joint Promotions Open e-tickets;2018-02-17;68
27;Acties Joint Promotions gesloten e-tickets;2018-02-17;137
29;Abonnement WILDLANDS;2018-02-17;610
32;Acties Joint Promotions gesloten Overig;2018-02-17;5
40;Volbetalend e-tickets;2018-02-17;1
1;Vol betalend;2018-02-18;207
5;Gratis;2018-02-18;111
6;Accommodatiehouder e-tickets;2018-02-18;89
8;Abonnement;2018-02-18;112
19;Acties E-Ticket;2018-02-18;33
11;Vol betalend E-Ticket;2018-02-18;30
20;Acties Overig;2018-02-18;9
21;Accommodatiehouder meerdagenpas;2018-02-18;20
22;Acties Joint Promotions Open e-tickets;2018-02-18;21
29;Abonnement WILDLANDS;2018-02-18;1376
27;Acties Joint Promotions gesloten e-tickets;2018-02-18;61
31;Acties Joint Promotions open Overig;2018-02-18;2
32;Acties Joint Promotions gesloten Overig;2018-02-18;4
1;Vol betalend;2018-02-19;37
5;Gratis;2018-02-19;22
6;Accommodatiehouder e-tickets;2018-02-19;21
8;Abonnement;2018-02-19;9
19;Acties E-Ticket;2018-02-19;12
11;Vol betalend E-Ticket;2018-02-19;7
20;Acties Overig;2018-02-19;1
21;Accommodatiehouder meerdagenpas;2018-02-19;12
22;Acties Joint Promotions Open e-tickets;2018-02-19;15
29;Abonnement WILDLANDS;2018-02-19;124
27;Acties Joint Promotions gesloten e-tickets;2018-02-19;28
1;Vol betalend;2018-02-20;23
5;Gratis;2018-02-20;32
20;Acties Overig;2018-02-20;2
6;Accommodatiehouder e-tickets;2018-02-20;17
8;Abonnement;2018-02-20;10
19;Acties E-Ticket;2018-02-20;11
21;Accommodatiehouder meerdagenpas;2018-02-20;30
22;Acties Joint Promotions Open e-tickets;2018-02-20;20
26;Entree Scholen WILDLANDS;2018-02-20;43
27;Acties Joint Promotions gesloten e-tickets;2018-02-20;16
29;Abonnement WILDLANDS;2018-02-20;142
32;Acties Joint Promotions gesloten Overig;2018-02-20;5
1;Vol betalend;2018-02-21;51
5;Gratis;2018-02-21;80
2;Groepen;2018-02-21;1
6;Accommodatiehouder e-tickets;2018-02-21;56
20;Acties Overig;2018-02-21;2
8;Abonnement;2018-02-21;11
11;Vol betalend E-Ticket;2018-02-21;2
19;Acties E-Ticket;2018-02-21;7
21;Accommodatiehouder meerdagenpas;2018-02-21;11
22;Acties Joint Promotions Open e-tickets;2018-02-21;8
27;Acties Joint Promotions gesloten e-tickets;2018-02-21;35
29;Abonnement WILDLANDS;2018-02-21;246
32;Acties Joint Promotions gesloten Overig;2018-02-21;1
40;Volbetalend e-tickets;2018-02-21;1
1;Vol betalend;2018-02-22;40
5;Gratis;2018-02-22;31
20;Acties Overig;2018-02-22;3
6;Accommodatiehouder e-tickets;2018-02-22;35
26;Entree Scholen WILDLANDS;2018-02-22;22
8;Abonnement;2018-02-22;5
19;Acties E-Ticket;2018-02-22;23
21;Accommodatiehouder meerdagenpas;2018-02-22;20
22;Acties Joint Promotions Open e-tickets;2018-02-22;22
27;Acties Joint Promotions gesloten e-tickets;2018-02-22;23
29;Abonnement WILDLANDS;2018-02-22;114
5;Gratis;2018-02-23;36
1;Vol betalend;2018-02-23;37
8;Abonnement;2018-02-23;8
6;Accommodatiehouder e-tickets;2018-02-23;26
20;Acties Overig;2018-02-23;6
11;Vol betalend E-Ticket;2018-02-23;6
21;Accommodatiehouder meerdagenpas;2018-02-23;17
19;Acties E-Ticket;2018-02-23;18
29;Abonnement WILDLANDS;2018-02-23;191
22;Acties Joint Promotions Open e-tickets;2018-02-23;20
27;Acties Joint Promotions gesloten e-tickets;2018-02-23;60
1;Vol betalend;2018-02-24;166
5;Gratis;2018-02-24;33
20;Acties Overig;2018-02-24;23
6;Accommodatiehouder e-tickets;2018-02-24;123
23;Inkoop E-tickets;2018-02-24;3
8;Abonnement;2018-02-24;16
28;Entree Groepen WILDLANDS;2018-02-24;10
11;Vol betalend E-Ticket;2018-02-24;33
19;Acties E-Ticket;2018-02-24;55
21;Accommodatiehouder meerdagenpas;2018-02-24;25
22;Acties Joint Promotions Open e-tickets;2018-02-24;76
27;Acties Joint Promotions gesloten e-tickets;2018-02-24;205
29;Abonnement WILDLANDS;2018-02-24;471
30;Inkoop Overig;2018-02-24;7
32;Acties Joint Promotions gesloten Overig;2018-02-24;6
1;Vol betalend;2018-02-25;191
5;Gratis;2018-02-25;72
6;Accommodatiehouder e-tickets;2018-02-25;116
8;Abonnement;2018-02-25;35
19;Acties E-Ticket;2018-02-25;51
11;Vol betalend E-Ticket;2018-02-25;28
20;Acties Overig;2018-02-25;13
21;Accommodatiehouder meerdagenpas;2018-02-25;14
22;Acties Joint Promotions Open e-tickets;2018-02-25;93
29;Abonnement WILDLANDS;2018-02-25;1047
27;Acties Joint Promotions gesloten e-tickets;2018-02-25;114
31;Acties Joint Promotions open Overig;2018-02-25;2
28;Entree Groepen WILDLANDS;2018-02-25;48
40;Volbetalend e-tickets;2018-02-25;2
30;Inkoop Overig;2018-02-25;2
5;Gratis;2018-02-26;25
1;Vol betalend;2018-02-26;102
20;Acties Overig;2018-02-26;12
6;Accommodatiehouder e-tickets;2018-02-26;123
21;Accommodatiehouder meerdagenpas;2018-02-26;24
8;Abonnement;2018-02-26;27
23;Inkoop E-tickets;2018-02-26;4
11;Vol betalend E-Ticket;2018-02-26;28
28;Entree Groepen WILDLANDS;2018-02-26;36
19;Acties E-Ticket;2018-02-26;25
29;Abonnement WILDLANDS;2018-02-26;420
22;Acties Joint Promotions Open e-tickets;2018-02-26;91
31;Acties Joint Promotions open Overig;2018-02-26;2
27;Acties Joint Promotions gesloten e-tickets;2018-02-26;117
32;Acties Joint Promotions gesloten Overig;2018-02-26;14
37;Accommodatiehouder;2018-02-26;3
1;Vol betalend;2018-02-27;107
2;Groepen;2018-02-27;3
6;Accommodatiehouder e-tickets;2018-02-27;133
5;Gratis;2018-02-27;54
20;Acties Overig;2018-02-27;18
8;Abonnement;2018-02-27;48
22;Acties Joint Promotions Open e-tickets;2018-02-27;118
11;Vol betalend E-Ticket;2018-02-27;14
23;Inkoop E-tickets;2018-02-27;4
19;Acties E-Ticket;2018-02-27;28
28;Entree Groepen WILDLANDS;2018-02-27;4
21;Accommodatiehouder meerdagenpas;2018-02-27;46
27;Acties Joint Promotions gesloten e-tickets;2018-02-27;105
29;Abonnement WILDLANDS;2018-02-27;446
32;Acties Joint Promotions gesloten Overig;2018-02-27;4
1;Vol betalend;2018-02-28;42
5;Gratis;2018-02-28;25
6;Accommodatiehouder e-tickets;2018-02-28;74
20;Acties Overig;2018-02-28;5
8;Abonnement;2018-02-28;9
21;Accommodatiehouder meerdagenpas;2018-02-28;23
11;Vol betalend E-Ticket;2018-02-28;24
23;Inkoop E-tickets;2018-02-28;4
19;Acties E-Ticket;2018-02-28;30
29;Abonnement WILDLANDS;2018-02-28;303
22;Acties Joint Promotions Open e-tickets;2018-02-28;67
27;Acties Joint Promotions gesloten e-tickets;2018-02-28;104
32;Acties Joint Promotions gesloten Overig;2018-02-28;10
40;Volbetalend e-tickets;2018-02-28;2
1;Vol betalend;2018-03-01;20
5;Gratis;2018-03-01;14
6;Accommodatiehouder e-tickets;2018-03-01;35
8;Abonnement;2018-03-01;5
20;Acties Overig;2018-03-01;5
11;Vol betalend E-Ticket;2018-03-01;9
22;Acties Joint Promotions Open e-tickets;2018-03-01;19
19;Acties E-Ticket;2018-03-01;4
21;Accommodatiehouder meerdagenpas;2018-03-01;17
27;Acties Joint Promotions gesloten e-tickets;2018-03-01;46
29;Abonnement WILDLANDS;2018-03-01;214
32;Acties Joint Promotions gesloten Overig;2018-03-01;2
1;Vol betalend;2018-03-02;47
5;Gratis;2018-03-02;33
6;Accommodatiehouder e-tickets;2018-03-02;49
8;Abonnement;2018-03-02;19
20;Acties Overig;2018-03-02;11
11;Vol betalend E-Ticket;2018-03-02;4
22;Acties Joint Promotions Open e-tickets;2018-03-02;55
19;Acties E-Ticket;2018-03-02;24
28;Entree Groepen WILDLANDS;2018-03-02;1
21;Accommodatiehouder meerdagenpas;2018-03-02;26
26;Entree Scholen WILDLANDS;2018-03-02;26
27;Acties Joint Promotions gesloten e-tickets;2018-03-02;78
29;Abonnement WILDLANDS;2018-03-02;249
5;Gratis;2018-03-03;27
1;Vol betalend;2018-03-03;90
20;Acties Overig;2018-03-03;16
6;Accommodatiehouder e-tickets;2018-03-03;83
21;Accommodatiehouder meerdagenpas;2018-03-03;20
8;Abonnement;2018-03-03;17
11;Vol betalend E-Ticket;2018-03-03;24
19;Acties E-Ticket;2018-03-03;26
22;Acties Joint Promotions Open e-tickets;2018-03-03;47
27;Acties Joint Promotions gesloten e-tickets;2018-03-03;125
29;Abonnement WILDLANDS;2018-03-03;256
32;Acties Joint Promotions gesloten Overig;2018-03-03;10
40;Volbetalend e-tickets;2018-03-03;2
1;Vol betalend;2018-03-04;75
5;Gratis;2018-03-04;90
6;Accommodatiehouder e-tickets;2018-03-04;93
8;Abonnement;2018-03-04;117
11;Vol betalend E-Ticket;2018-03-04;15
21;Accommodatiehouder meerdagenpas;2018-03-04;8
19;Acties E-Ticket;2018-03-04;9
29;Abonnement WILDLANDS;2018-03-04;1510
20;Acties Overig;2018-03-04;31
31;Acties Joint Promotions open Overig;2018-03-04;4
22;Acties Joint Promotions Open e-tickets;2018-03-04;55
27;Acties Joint Promotions gesloten e-tickets;2018-03-04;129
32;Acties Joint Promotions gesloten Overig;2018-03-04;11
5;Gratis;2018-03-05;40
1;Vol betalend;2018-03-05;44
8;Abonnement;2018-03-05;11
6;Accommodatiehouder e-tickets;2018-03-05;38
21;Accommodatiehouder meerdagenpas;2018-03-05;20
11;Vol betalend E-Ticket;2018-03-05;4
29;Abonnement WILDLANDS;2018-03-05;161
19;Acties E-Ticket;2018-03-05;8
20;Acties Overig;2018-03-05;8
22;Acties Joint Promotions Open e-tickets;2018-03-05;15
27;Acties Joint Promotions gesloten e-tickets;2018-03-05;35
5;Gratis;2018-03-06;56
1;Vol betalend;2018-03-06;40
6;Accommodatiehouder e-tickets;2018-03-06;45
20;Acties Overig;2018-03-06;5
8;Abonnement;2018-03-06;4
22;Acties Joint Promotions Open e-tickets;2018-03-06;32
11;Vol betalend E-Ticket;2018-03-06;2
28;Entree Groepen WILDLANDS;2018-03-06;1
19;Acties E-Ticket;2018-03-06;5
31;Acties Joint Promotions open Overig;2018-03-06;1
21;Accommodatiehouder meerdagenpas;2018-03-06;24
27;Acties Joint Promotions gesloten e-tickets;2018-03-06;83
29;Abonnement WILDLANDS;2018-03-06;199
5;Gratis;2018-03-07;52
1;Vol betalend;2018-03-07;53
20;Acties Overig;2018-03-07;4
6;Accommodatiehouder e-tickets;2018-03-07;32
21;Accommodatiehouder meerdagenpas;2018-03-07;14
8;Abonnement;2018-03-07;16
26;Entree Scholen WILDLANDS;2018-03-07;15
11;Vol betalend E-Ticket;2018-03-07;2
28;Entree Groepen WILDLANDS;2018-03-07;61
19;Acties E-Ticket;2018-03-07;8
29;Abonnement WILDLANDS;2018-03-07;264
22;Acties Joint Promotions Open e-tickets;2018-03-07;17
31;Acties Joint Promotions open Overig;2018-03-07;1
27;Acties Joint Promotions gesloten e-tickets;2018-03-07;57
5;Gratis;2018-03-08;64
1;Vol betalend;2018-03-08;16
20;Acties Overig;2018-03-08;1
6;Accommodatiehouder e-tickets;2018-03-08;12
21;Accommodatiehouder meerdagenpas;2018-03-08;8
8;Abonnement;2018-03-08;6
28;Entree Groepen WILDLANDS;2018-03-08;40
11;Vol betalend E-Ticket;2018-03-08;2
29;Abonnement WILDLANDS;2018-03-08;100
22;Acties Joint Promotions Open e-tickets;2018-03-08;5
27;Acties Joint Promotions gesloten e-tickets;2018-03-08;42
1;Vol betalend;2018-03-09;57
5;Gratis;2018-03-09;38
6;Accommodatiehouder e-tickets;2018-03-09;17
8;Abonnement;2018-03-09;11
11;Vol betalend E-Ticket;2018-03-09;7
21;Accommodatiehouder meerdagenpas;2018-03-09;16
19;Acties E-Ticket;2018-03-09;3
29;Abonnement WILDLANDS;2018-03-09;209
20;Acties Overig;2018-03-09;6
22;Acties Joint Promotions Open e-tickets;2018-03-09;23
27;Acties Joint Promotions gesloten e-tickets;2018-03-09;74
28;Entree Groepen WILDLANDS;2018-03-09;11
1;Vol betalend;2018-03-10;176
5;Gratis;2018-03-10;153
6;Accommodatiehouder e-tickets;2018-03-10;114
8;Abonnement;2018-03-10;17
11;Vol betalend E-Ticket;2018-03-10;20
21;Accommodatiehouder meerdagenpas;2018-03-10;31
19;Acties E-Ticket;2018-03-10;23
29;Abonnement WILDLANDS;2018-03-10;545
20;Acties Overig;2018-03-10;14
32;Acties Joint Promotions gesloten Overig;2018-03-10;7
22;Acties Joint Promotions Open e-tickets;2018-03-10;96
27;Acties Joint Promotions gesloten e-tickets;2018-03-10;319
30;Inkoop Overig;2018-03-10;4
1;Vol betalend;2018-03-11;176
5;Gratis;2018-03-11;196
20;Acties Overig;2018-03-11;18
6;Accommodatiehouder e-tickets;2018-03-11;48
22;Acties Joint Promotions Open e-tickets;2018-03-11;35
8;Abonnement;2018-03-11;131
31;Acties Joint Promotions open Overig;2018-03-11;1
11;Vol betalend E-Ticket;2018-03-11;12
19;Acties E-Ticket;2018-03-11;11
21;Accommodatiehouder meerdagenpas;2018-03-11;5
27;Acties Joint Promotions gesloten e-tickets;2018-03-11;165
29;Abonnement WILDLANDS;2018-03-11;1727
32;Acties Joint Promotions gesloten Overig;2018-03-11;1
37;Accommodatiehouder;2018-03-11;2
1;Vol betalend;2018-03-12;41
5;Gratis;2018-03-12;34
20;Acties Overig;2018-03-12;1
6;Accommodatiehouder e-tickets;2018-03-12;35
8;Abonnement;2018-03-12;6
11;Vol betalend E-Ticket;2018-03-12;3
19;Acties E-Ticket;2018-03-12;5
21;Accommodatiehouder meerdagenpas;2018-03-12;15
22;Acties Joint Promotions Open e-tickets;2018-03-12;18
26;Entree Scholen WILDLANDS;2018-03-12;11
27;Acties Joint Promotions gesloten e-tickets;2018-03-12;87
29;Abonnement WILDLANDS;2018-03-12;100
32;Acties Joint Promotions gesloten Overig;2018-03-12;2
5;Gratis;2018-03-13;12
1;Vol betalend;2018-03-13;22
21;Accommodatiehouder meerdagenpas;2018-03-13;9
6;Accommodatiehouder e-tickets;2018-03-13;4
29;Abonnement WILDLANDS;2018-03-13;57
8;Abonnement;2018-03-13;3
11;Vol betalend E-Ticket;2018-03-13;2
19;Acties E-Ticket;2018-03-13;5
22;Acties Joint Promotions Open e-tickets;2018-03-13;5
27;Acties Joint Promotions gesloten e-tickets;2018-03-13;6
1;Vol betalend;2018-03-14;60
5;Gratis;2018-03-14;67
6;Accommodatiehouder e-tickets;2018-03-14;92
8;Abonnement;2018-03-14;9
11;Vol betalend E-Ticket;2018-03-14;5
21;Accommodatiehouder meerdagenpas;2018-03-14;36
19;Acties E-Ticket;2018-03-14;6
29;Abonnement WILDLANDS;2018-03-14;225
20;Acties Overig;2018-03-14;19
32;Acties Joint Promotions gesloten Overig;2018-03-14;11
22;Acties Joint Promotions Open e-tickets;2018-03-14;42
27;Acties Joint Promotions gesloten e-tickets;2018-03-14;127
5;Gratis;2018-03-15;36
1;Vol betalend;2018-03-15;54
8;Abonnement;2018-03-15;8
6;Accommodatiehouder e-tickets;2018-03-15;52
21;Accommodatiehouder meerdagenpas;2018-03-15;29
11;Vol betalend E-Ticket;2018-03-15;7
29;Abonnement WILDLANDS;2018-03-15;155
19;Acties E-Ticket;2018-03-15;4
20;Acties Overig;2018-03-15;7
22;Acties Joint Promotions Open e-tickets;2018-03-15;6
27;Acties Joint Promotions gesloten e-tickets;2018-03-15;83
5;Gratis;2018-03-16;28
1;Vol betalend;2018-03-16;24
6;Accommodatiehouder e-tickets;2018-03-16;9
20;Acties Overig;2018-03-16;1
8;Abonnement;2018-03-16;3
11;Vol betalend E-Ticket;2018-03-16;2
19;Acties E-Ticket;2018-03-16;3
21;Accommodatiehouder meerdagenpas;2018-03-16;15
22;Acties Joint Promotions Open e-tickets;2018-03-16;7
27;Acties Joint Promotions gesloten e-tickets;2018-03-16;44
29;Abonnement WILDLANDS;2018-03-16;128
32;Acties Joint Promotions gesloten Overig;2018-03-16;2
5;Gratis;2018-03-17;51
1;Vol betalend;2018-03-17;77
8;Abonnement;2018-03-17;7
6;Accommodatiehouder e-tickets;2018-03-17;71
20;Acties Overig;2018-03-17;11
11;Vol betalend E-Ticket;2018-03-17;9
21;Accommodatiehouder meerdagenpas;2018-03-17;23
19;Acties E-Ticket;2018-03-17;9
23;Inkoop E-tickets;2018-03-17;6
22;Acties Joint Promotions Open e-tickets;2018-03-17;31
28;Entree Groepen WILDLANDS;2018-03-17;2
27;Acties Joint Promotions gesloten e-tickets;2018-03-17;241
29;Abonnement WILDLANDS;2018-03-17;264
32;Acties Joint Promotions gesloten Overig;2018-03-17;7
5;Gratis;2018-03-18;40
1;Vol betalend;2018-03-18;85
8;Abonnement;2018-03-18;28
6;Accommodatiehouder e-tickets;2018-03-18;69
20;Acties Overig;2018-03-18;10
11;Vol betalend E-Ticket;2018-03-18;16
21;Accommodatiehouder meerdagenpas;2018-03-18;9
19;Acties E-Ticket;2018-03-18;26
29;Abonnement WILDLANDS;2018-03-18;699
22;Acties Joint Promotions Open e-tickets;2018-03-18;79
27;Acties Joint Promotions gesloten e-tickets;2018-03-18;229
1;Vol betalend;2018-03-19;47
5;Gratis;2018-03-19;44
6;Accommodatiehouder e-tickets;2018-03-19;24
8;Abonnement;2018-03-19;5
19;Acties E-Ticket;2018-03-19;3
21;Accommodatiehouder meerdagenpas;2018-03-19;17
22;Acties Joint Promotions Open e-tickets;2018-03-19;27
29;Abonnement WILDLANDS;2018-03-19;111
27;Acties Joint Promotions gesloten e-tickets;2018-03-19;92
1;Vol betalend;2018-03-20;126
5;Gratis;2018-03-20;76
3;Scholen;2018-03-20;17
20;Acties Overig;2018-03-20;4
6;Accommodatiehouder e-tickets;2018-03-20;117
26;Entree Scholen WILDLANDS;2018-03-20;33
8;Abonnement;2018-03-20;7
31;Acties Joint Promotions open Overig;2018-03-20;2
19;Acties E-Ticket;2018-03-20;15
21;Accommodatiehouder meerdagenpas;2018-03-20;28
22;Acties Joint Promotions Open e-tickets;2018-03-20;56
27;Acties Joint Promotions gesloten e-tickets;2018-03-20;84
29;Abonnement WILDLANDS;2018-03-20;158
1;Vol betalend;2018-03-21;75
2;Groepen;2018-03-21;23
6;Accommodatiehouder e-tickets;2018-03-21;86
5;Gratis;2018-03-21;29
11;Vol betalend E-Ticket;2018-03-21;2
8;Abonnement;2018-03-21;16
19;Acties E-Ticket;2018-03-21;2
21;Accommodatiehouder meerdagenpas;2018-03-21;25
20;Acties Overig;2018-03-21;8
29;Abonnement WILDLANDS;2018-03-21;210
22;Acties Joint Promotions Open e-tickets;2018-03-21;29
27;Acties Joint Promotions gesloten e-tickets;2018-03-21;106
5;Gratis;2018-03-22;49
1;Vol betalend;2018-03-22;48
