AccessGroupId;Description;Date;NumberOfUsedEntrances
6;Accommodatiehouder e-tickets;2024-03-14;71
5;Gratis;2024-03-14;163
11;Vol betalend E-Ticket;2024-03-14;86
23;Inkoop E-tickets;2024-03-14;12
20;Acties Overig;2024-03-14;18
24;Gratis E-Tickets;2024-03-14;49
22;Acties Joint Promotions Open e-tickets;2024-03-14;208
26;Entree Scholen WILDLANDS;2024-03-14;22
27;Acties Joint Promotions gesloten e-tickets;2024-03-14;124
29;Abonnement WILDLANDS;2024-03-14;421
31;Acties Joint Promotions open Overig;2024-03-14;6
32;Acties Joint Promotions gesloten Overig;2024-03-14;34
1;Vol betalend;2024-03-15;18
5;Gratis;2024-03-15;49
6;Accommodatiehouder e-tickets;2024-03-15;16
20;Acties Overig;2024-03-15;9
11;Vol betalend E-Ticket;2024-03-15;24
23;Inkoop E-tickets;2024-03-15;21
22;Acties Joint Promotions Open e-tickets;2024-03-15;112
24;Gratis E-Tickets;2024-03-15;12
27;Acties Joint Promotions gesloten e-tickets;2024-03-15;35
29;Abonnement WILDLANDS;2024-03-15;220
32;Acties Joint Promotions gesloten Overig;2024-03-15;3
2;Groepen;2024-03-16;6
1;Vol betalend;2024-03-16;214
5;Gratis;2024-03-16;180
6;Accommodatiehouder e-tickets;2024-03-16;42
11;Vol betalend E-Ticket;2024-03-16;221
20;Acties Overig;2024-03-16;61
24;Gratis E-Tickets;2024-03-16;35
22;Acties Joint Promotions Open e-tickets;2024-03-16;599
27;Acties Joint Promotions gesloten e-tickets;2024-03-16;367
23;Inkoop E-tickets;2024-03-16;75
29;Abonnement WILDLANDS;2024-03-16;1006
28;Entree Groepen WILDLANDS;2024-03-16;10
32;Acties Joint Promotions gesloten Overig;2024-03-16;38
31;Acties Joint Promotions open Overig;2024-03-16;25
1;Vol betalend;2024-03-17;252
5;Gratis;2024-03-17;305
6;Accommodatiehouder e-tickets;2024-03-17;47
20;Acties Overig;2024-03-17;53
8;Abonnement;2024-03-17;2
23;Inkoop E-tickets;2024-03-17;91
11;Vol betalend E-Ticket;2024-03-17;214
28;Entree Groepen WILDLANDS;2024-03-17;1
22;Acties Joint Promotions Open e-tickets;2024-03-17;548
31;Acties Joint Promotions open Overig;2024-03-17;21
24;Gratis E-Tickets;2024-03-17;48
27;Acties Joint Promotions gesloten e-tickets;2024-03-17;213
29;Abonnement WILDLANDS;2024-03-17;1972
32;Acties Joint Promotions gesloten Overig;2024-03-17;21
38;Groepen E-Tickets;2024-03-17;3
1;Vol betalend;2024-03-18;103
5;Gratis;2024-03-18;112
6;Accommodatiehouder e-tickets;2024-03-18;41
11;Vol betalend E-Ticket;2024-03-18;111
20;Acties Overig;2024-03-18;20
24;Gratis E-Tickets;2024-03-18;29
22;Acties Joint Promotions Open e-tickets;2024-03-18;151
27;Acties Joint Promotions gesloten e-tickets;2024-03-18;62
23;Inkoop E-tickets;2024-03-18;8
29;Abonnement WILDLANDS;2024-03-18;218
28;Entree Groepen WILDLANDS;2024-03-18;1
32;Acties Joint Promotions gesloten Overig;2024-03-18;4
31;Acties Joint Promotions open Overig;2024-03-18;4
5;Gratis;2024-03-19;120
1;Vol betalend;2024-03-19;156
20;Acties Overig;2024-03-19;20
6;Accommodatiehouder e-tickets;2024-03-19;65
23;Inkoop E-tickets;2024-03-19;12
11;Vol betalend E-Ticket;2024-03-19;159
26;Entree Scholen WILDLANDS;2024-03-19;8
22;Acties Joint Promotions Open e-tickets;2024-03-19;236
28;Entree Groepen WILDLANDS;2024-03-19;17
24;Gratis E-Tickets;2024-03-19;25
29;Abonnement WILDLANDS;2024-03-19;295
27;Acties Joint Promotions gesloten e-tickets;2024-03-19;34
31;Acties Joint Promotions open Overig;2024-03-19;5
32;Acties Joint Promotions gesloten Overig;2024-03-19;10
48;Acties E-Ticket alleen op dinsdag;2024-03-19;46
5;Gratis;2024-03-20;177
1;Vol betalend;2024-03-20;310
20;Acties Overig;2024-03-20;28
6;Accommodatiehouder e-tickets;2024-03-20;195
23;Inkoop E-tickets;2024-03-20;34
11;Vol betalend E-Ticket;2024-03-20;291
26;Entree Scholen WILDLANDS;2024-03-20;18
22;Acties Joint Promotions Open e-tickets;2024-03-20;413
28;Entree Groepen WILDLANDS;2024-03-20;11
24;Gratis E-Tickets;2024-03-20;42
29;Abonnement WILDLANDS;2024-03-20;537
27;Acties Joint Promotions gesloten e-tickets;2024-03-20;102
31;Acties Joint Promotions open Overig;2024-03-20;11
32;Acties Joint Promotions gesloten Overig;2024-03-20;22
5;Gratis;2024-03-21;149
1;Vol betalend;2024-03-21;122
20;Acties Overig;2024-03-21;21
6;Accommodatiehouder e-tickets;2024-03-21;56
23;Inkoop E-tickets;2024-03-21;10
11;Vol betalend E-Ticket;2024-03-21;127
26;Entree Scholen WILDLANDS;2024-03-21;25
22;Acties Joint Promotions Open e-tickets;2024-03-21;202
28;Entree Groepen WILDLANDS;2024-03-21;9
24;Gratis E-Tickets;2024-03-21;14
29;Abonnement WILDLANDS;2024-03-21;323
27;Acties Joint Promotions gesloten e-tickets;2024-03-21;40
31;Acties Joint Promotions open Overig;2024-03-21;6
32;Acties Joint Promotions gesloten Overig;2024-03-21;10
48;Acties E-Ticket alleen op dinsdag;2024-03-21;2
1;Vol betalend;2024-03-22;64
5;Gratis;2024-03-22;37
2;Groepen;2024-03-22;6
6;Accommodatiehouder e-tickets;2024-03-22;26
20;Acties Overig;2024-03-22;27
11;Vol betalend E-Ticket;2024-03-22;69
22;Acties Joint Promotions Open e-tickets;2024-03-22;135
24;Gratis E-Tickets;2024-03-22;16
23;Inkoop E-tickets;2024-03-22;14
27;Acties Joint Promotions gesloten e-tickets;2024-03-22;35
28;Entree Groepen WILDLANDS;2024-03-22;9
29;Abonnement WILDLANDS;2024-03-22;224
31;Acties Joint Promotions open Overig;2024-03-22;13
32;Acties Joint Promotions gesloten Overig;2024-03-22;2
2;Groepen;2024-03-23;17
1;Vol betalend;2024-03-23;205
5;Gratis;2024-03-23;174
6;Accommodatiehouder e-tickets;2024-03-23;49
11;Vol betalend E-Ticket;2024-03-23;225
20;Acties Overig;2024-03-23;56
24;Gratis E-Tickets;2024-03-23;38
22;Acties Joint Promotions Open e-tickets;2024-03-23;491
27;Acties Joint Promotions gesloten e-tickets;2024-03-23;293
23;Inkoop E-tickets;2024-03-23;113
29;Abonnement WILDLANDS;2024-03-23;744
28;Entree Groepen WILDLANDS;2024-03-23;50
32;Acties Joint Promotions gesloten Overig;2024-03-23;39
31;Acties Joint Promotions open Overig;2024-03-23;14
5;Gratis;2024-03-24;78
1;Vol betalend;2024-03-24;99
20;Acties Overig;2024-03-24;33
6;Accommodatiehouder e-tickets;2024-03-24;12
23;Inkoop E-tickets;2024-03-24;93
11;Vol betalend E-Ticket;2024-03-24;145
28;Entree Groepen WILDLANDS;2024-03-24;7
22;Acties Joint Promotions Open e-tickets;2024-03-24;343
29;Abonnement WILDLANDS;2024-03-24;701
24;Gratis E-Tickets;2024-03-24;22
31;Acties Joint Promotions open Overig;2024-03-24;6
27;Acties Joint Promotions gesloten e-tickets;2024-03-24;188
32;Acties Joint Promotions gesloten Overig;2024-03-24;7
1;Vol betalend;2024-03-25;319
5;Gratis;2024-03-25;211
20;Acties Overig;2024-03-25;30
6;Accommodatiehouder e-tickets;2024-03-25;175
23;Inkoop E-tickets;2024-03-25;14
11;Vol betalend E-Ticket;2024-03-25;332
26;Entree Scholen WILDLANDS;2024-03-25;94
22;Acties Joint Promotions Open e-tickets;2024-03-25;469
28;Entree Groepen WILDLANDS;2024-03-25;6
24;Gratis E-Tickets;2024-03-25;41
31;Acties Joint Promotions open Overig;2024-03-25;16
27;Acties Joint Promotions gesloten e-tickets;2024-03-25;62
29;Abonnement WILDLANDS;2024-03-25;564
32;Acties Joint Promotions gesloten Overig;2024-03-25;121
2;Groepen;2024-03-26;17
1;Vol betalend;2024-03-26;521
5;Gratis;2024-03-26;311
6;Accommodatiehouder e-tickets;2024-03-26;296
11;Vol betalend E-Ticket;2024-03-26;804
20;Acties Overig;2024-03-26;61
23;Inkoop E-tickets;2024-03-26;5
22;Acties Joint Promotions Open e-tickets;2024-03-26;684
24;Gratis E-Tickets;2024-03-26;86
27;Acties Joint Promotions gesloten e-tickets;2024-03-26;69
29;Abonnement WILDLANDS;2024-03-26;609
28;Entree Groepen WILDLANDS;2024-03-26;37
31;Acties Joint Promotions open Overig;2024-03-26;1
32;Acties Joint Promotions gesloten Overig;2024-03-26;198
48;Acties E-Ticket alleen op dinsdag;2024-03-26;21
1;Vol betalend;2024-03-27;324
5;Gratis;2024-03-27;142
2;Groepen;2024-03-27;8
6;Accommodatiehouder e-tickets;2024-03-27;153
20;Acties Overig;2024-03-27;24
11;Vol betalend E-Ticket;2024-03-27;353
23;Inkoop E-tickets;2024-03-27;14
22;Acties Joint Promotions Open e-tickets;2024-03-27;435
26;Entree Scholen WILDLANDS;2024-03-27;282
24;Gratis E-Tickets;2024-03-27;53
28;Entree Groepen WILDLANDS;2024-03-27;4
27;Acties Joint Promotions gesloten e-tickets;2024-03-27;60
31;Acties Joint Promotions open Overig;2024-03-27;4
29;Abonnement WILDLANDS;2024-03-27;543
32;Acties Joint Promotions gesloten Overig;2024-03-27;83
1;Vol betalend;2024-03-28;300
2;Groepen;2024-03-28;9
6;Accommodatiehouder e-tickets;2024-03-28;56
5;Gratis;2024-03-28;36
20;Acties Overig;2024-03-28;30
11;Vol betalend E-Ticket;2024-03-28;304
22;Acties Joint Promotions Open e-tickets;2024-03-28;405
23;Inkoop E-tickets;2024-03-28;39
27;Acties Joint Promotions gesloten e-tickets;2024-03-28;142
24;Gratis E-Tickets;2024-03-28;42
28;Entree Groepen WILDLANDS;2024-03-28;5
29;Abonnement WILDLANDS;2024-03-28;408
31;Acties Joint Promotions open Overig;2024-03-28;4
32;Acties Joint Promotions gesloten Overig;2024-03-28;32
1;Vol betalend;2024-03-29;403
2;Groepen;2024-03-29;16
6;Accommodatiehouder e-tickets;2024-03-29;82
5;Gratis;2024-03-29;379
8;Abonnement;2024-03-29;3
20;Acties Overig;2024-03-29;111
11;Vol betalend E-Ticket;2024-03-29;569
23;Inkoop E-tickets;2024-03-29;127
22;Acties Joint Promotions Open e-tickets;2024-03-29;791
26;Entree Scholen WILDLANDS;2024-03-29;23
24;Gratis E-Tickets;2024-03-29;69
28;Entree Groepen WILDLANDS;2024-03-29;18
27;Acties Joint Promotions gesloten e-tickets;2024-03-29;337
29;Abonnement WILDLANDS;2024-03-29;1361
32;Acties Joint Promotions gesloten Overig;2024-03-29;99
31;Acties Joint Promotions open Overig;2024-03-29;13
1;Vol betalend;2024-03-30;468
2;Groepen;2024-03-30;27
6;Accommodatiehouder e-tickets;2024-03-30;119
5;Gratis;2024-03-30;270
11;Vol betalend E-Ticket;2024-03-30;830
23;Inkoop E-tickets;2024-03-30;150
20;Acties Overig;2024-03-30;84
24;Gratis E-Tickets;2024-03-30;122
22;Acties Joint Promotions Open e-tickets;2024-03-30;995
29;Abonnement WILDLANDS;2024-03-30;1150
27;Acties Joint Promotions gesloten e-tickets;2024-03-30;674
31;Acties Joint Promotions open Overig;2024-03-30;25
28;Entree Groepen WILDLANDS;2024-03-30;20
32;Acties Joint Promotions gesloten Overig;2024-03-30;104
1;Vol betalend;2024-03-31;391
5;Gratis;2024-03-31;270
6;Accommodatiehouder e-tickets;2024-03-31;79
23;Inkoop E-tickets;2024-03-31;182
11;Vol betalend E-Ticket;2024-03-31;604
24;Gratis E-Tickets;2024-03-31;83
20;Acties Overig;2024-03-31;183
29;Abonnement WILDLANDS;2024-03-31;1580
22;Acties Joint Promotions Open e-tickets;2024-03-31;998
31;Acties Joint Promotions open Overig;2024-03-31;45
27;Acties Joint Promotions gesloten e-tickets;2024-03-31;726
32;Acties Joint Promotions gesloten Overig;2024-03-31;83
28;Entree Groepen WILDLANDS;2024-03-31;7
48;Acties E-Ticket alleen op dinsdag;2024-03-31;2
1;Vol betalend;2024-04-01;158
5;Gratis;2024-04-01;148
6;Accommodatiehouder e-tickets;2024-04-01;15
20;Acties Overig;2024-04-01;46
11;Vol betalend E-Ticket;2024-04-01;236
23;Inkoop E-tickets;2024-04-01;72
22;Acties Joint Promotions Open e-tickets;2024-04-01;557
28;Entree Groepen WILDLANDS;2024-04-01;3
24;Gratis E-Tickets;2024-04-01;27
31;Acties Joint Promotions open Overig;2024-04-01;8
27;Acties Joint Promotions gesloten e-tickets;2024-04-01;246
29;Abonnement WILDLANDS;2024-04-01;1019
32;Acties Joint Promotions gesloten Overig;2024-04-01;14
1;Vol betalend;2024-04-02;193
5;Gratis;2024-04-02;135
6;Accommodatiehouder e-tickets;2024-04-02;112
11;Vol betalend E-Ticket;2024-04-02;266
20;Acties Overig;2024-04-02;41
24;Gratis E-Tickets;2024-04-02;38
22;Acties Joint Promotions Open e-tickets;2024-04-02;429
26;Entree Scholen WILDLANDS;2024-04-02;235
23;Inkoop E-tickets;2024-04-02;38
27;Acties Joint Promotions gesloten e-tickets;2024-04-02;150
28;Entree Groepen WILDLANDS;2024-04-02;2
29;Abonnement WILDLANDS;2024-04-02;394
31;Acties Joint Promotions open Overig;2024-04-02;13
32;Acties Joint Promotions gesloten Overig;2024-04-02;103
48;Acties E-Ticket alleen op dinsdag;2024-04-02;109
5;Gratis;2024-04-03;86
1;Vol betalend;2024-04-03;121
6;Accommodatiehouder e-tickets;2024-04-03;68
20;Acties Overig;2024-04-03;28
8;Abonnement;2024-04-03;2
23;Inkoop E-tickets;2024-04-03;7
11;Vol betalend E-Ticket;2024-04-03;111
26;Entree Scholen WILDLANDS;2024-04-03;12
22;Acties Joint Promotions Open e-tickets;2024-04-03;118
28;Entree Groepen WILDLANDS;2024-04-03;2
24;Gratis E-Tickets;2024-04-03;8
27;Acties Joint Promotions gesloten e-tickets;2024-04-03;21
29;Abonnement WILDLANDS;2024-04-03;164
32;Acties Joint Promotions gesloten Overig;2024-04-03;70
5;Gratis;2024-04-04;56
1;Vol betalend;2024-04-04;59
20;Acties Overig;2024-04-04;36
6;Accommodatiehouder e-tickets;2024-04-04;49
23;Inkoop E-tickets;2024-04-04;2
11;Vol betalend E-Ticket;2024-04-04;64
26;Entree Scholen WILDLANDS;2024-04-04;200
22;Acties Joint Promotions Open e-tickets;2024-04-04;117
28;Entree Groepen WILDLANDS;2024-04-04;1
24;Gratis E-Tickets;2024-04-04;15
29;Abonnement WILDLANDS;2024-04-04;123
27;Acties Joint Promotions gesloten e-tickets;2024-04-04;21
31;Acties Joint Promotions open Overig;2024-04-04;4
32;Acties Joint Promotions gesloten Overig;2024-04-04;49
1;Vol betalend;2024-04-05;92
2;Groepen;2024-04-05;10
6;Accommodatiehouder e-tickets;2024-04-05;78
5;Gratis;2024-04-05;80
20;Acties Overig;2024-04-05;28
11;Vol betalend E-Ticket;2024-04-05;171
22;Acties Joint Promotions Open e-tickets;2024-04-05;199
23;Inkoop E-tickets;2024-04-05;14
27;Acties Joint Promotions gesloten e-tickets;2024-04-05;43
24;Gratis E-Tickets;2024-04-05;29
28;Entree Groepen WILDLANDS;2024-04-05;1
29;Abonnement WILDLANDS;2024-04-05;214
31;Acties Joint Promotions open Overig;2024-04-05;4
32;Acties Joint Promotions gesloten Overig;2024-04-05;124
5;Gratis;2024-04-06;399
1;Vol betalend;2024-04-06;495
6;Accommodatiehouder e-tickets;2024-04-06;189
2;Groepen;2024-04-06;14
11;Vol betalend E-Ticket;2024-04-06;717
20;Acties Overig;2024-04-06;142
24;Gratis E-Tickets;2024-04-06;137
22;Acties Joint Promotions Open e-tickets;2024-04-06;1021
27;Acties Joint Promotions gesloten e-tickets;2024-04-06;510
23;Inkoop E-tickets;2024-04-06;93
29;Abonnement WILDLANDS;2024-04-06;1236
28;Entree Groepen WILDLANDS;2024-04-06;53
32;Acties Joint Promotions gesloten Overig;2024-04-06;193
30;Inkoop Overig;2024-04-06;4
31;Acties Joint Promotions open Overig;2024-04-06;43
20;Acties Overig;2024-04-07;86
1;Vol betalend;2024-04-07;303
23;Inkoop E-tickets;2024-04-07;64
5;Gratis;2024-04-07;285
28;Entree Groepen WILDLANDS;2024-04-07;12
6;Accommodatiehouder e-tickets;2024-04-07;30
31;Acties Joint Promotions open Overig;2024-04-07;10
11;Vol betalend E-Ticket;2024-04-07;336
22;Acties Joint Promotions Open e-tickets;2024-04-07;852
24;Gratis E-Tickets;2024-04-07;61
27;Acties Joint Promotions gesloten e-tickets;2024-04-07;301
29;Abonnement WILDLANDS;2024-04-07;1848
32;Acties Joint Promotions gesloten Overig;2024-04-07;41
38;Groepen E-Tickets;2024-04-07;30
1;Vol betalend;2024-04-08;93
2;Groepen;2024-04-08;14
6;Accommodatiehouder e-tickets;2024-04-08;112
5;Gratis;2024-04-08;99
20;Acties Overig;2024-04-08;43
11;Vol betalend E-Ticket;2024-04-08;130
22;Acties Joint Promotions Open e-tickets;2024-04-08;185
23;Inkoop E-tickets;2024-04-08;12
27;Acties Joint Promotions gesloten e-tickets;2024-04-08;95
24;Gratis E-Tickets;2024-04-08;32
28;Entree Groepen WILDLANDS;2024-04-08;8
26;Entree Scholen WILDLANDS;2024-04-08;27
29;Abonnement WILDLANDS;2024-04-08;298
31;Acties Joint Promotions open Overig;2024-04-08;8
32;Acties Joint Promotions gesloten Overig;2024-04-08;9
1;Vol betalend;2024-04-09;81
20;Acties Overig;2024-04-09;34
5;Gratis;2024-04-09;37
23;Inkoop E-tickets;2024-04-09;19
6;Accommodatiehouder e-tickets;2024-04-09;51
26;Entree Scholen WILDLANDS;2024-04-09;38
8;Abonnement;2024-04-09;1
28;Entree Groepen WILDLANDS;2024-04-09;35
11;Vol betalend E-Ticket;2024-04-09;57
31;Acties Joint Promotions open Overig;2024-04-09;4
22;Acties Joint Promotions Open e-tickets;2024-04-09;99
24;Gratis E-Tickets;2024-04-09;20
27;Acties Joint Promotions gesloten e-tickets;2024-04-09;38
29;Abonnement WILDLANDS;2024-04-09;201
32;Acties Joint Promotions gesloten Overig;2024-04-09;12
48;Acties E-Ticket alleen op dinsdag;2024-04-09;45
1;Vol betalend;2024-04-10;237
2;Groepen;2024-04-10;3
6;Accommodatiehouder e-tickets;2024-04-10;242
5;Gratis;2024-04-10;163
11;Vol betalend E-Ticket;2024-04-10;261
20;Acties Overig;2024-04-10;53
22;Acties Joint Promotions Open e-tickets;2024-04-10;502
23;Inkoop E-tickets;2024-04-10;43
24;Gratis E-Tickets;2024-04-10;71
26;Entree Scholen WILDLANDS;2024-04-10;357
27;Acties Joint Promotions gesloten e-tickets;2024-04-10;161
28;Entree Groepen WILDLANDS;2024-04-10;9
29;Abonnement WILDLANDS;2024-04-10;525
31;Acties Joint Promotions open Overig;2024-04-10;18
32;Acties Joint Promotions gesloten Overig;2024-04-10;8
5;Gratis;2024-04-11;61
1;Vol betalend;2024-04-11;103
6;Accommodatiehouder e-tickets;2024-04-11;57
20;Acties Overig;2024-04-11;16
11;Vol betalend E-Ticket;2024-04-11;70
23;Inkoop E-tickets;2024-04-11;7
22;Acties Joint Promotions Open e-tickets;2024-04-11;128
26;Entree Scholen WILDLANDS;2024-04-11;121
24;Gratis E-Tickets;2024-04-11;11
28;Entree Groepen WILDLANDS;2024-04-11;70
27;Acties Joint Promotions gesloten e-tickets;2024-04-11;46
31;Acties Joint Promotions open Overig;2024-04-11;5
29;Abonnement WILDLANDS;2024-04-11;257
32;Acties Joint Promotions gesloten Overig;2024-04-11;6
48;Acties E-Ticket alleen op dinsdag;2024-04-11;2
1;Vol betalend;2024-04-12;63
2;Groepen;2024-04-12;2
6;Accommodatiehouder e-tickets;2024-04-12;50
5;Gratis;2024-04-12;120
20;Acties Overig;2024-04-12;34
11;Vol betalend E-Ticket;2024-04-12;82
22;Acties Joint Promotions Open e-tickets;2024-04-12;205
23;Inkoop E-tickets;2024-04-12;40
27;Acties Joint Promotions gesloten e-tickets;2024-04-12;145
24;Gratis E-Tickets;2024-04-12;32
28;Entree Groepen WILDLANDS;2024-04-12;33
26;Entree Scholen WILDLANDS;2024-04-12;190
29;Abonnement WILDLANDS;2024-04-12;467
31;Acties Joint Promotions open Overig;2024-04-12;9
32;Acties Joint Promotions gesloten Overig;2024-04-12;8
5;Gratis;2024-04-13;345
1;Vol betalend;2024-04-13;289
6;Accommodatiehouder e-tickets;2024-04-13;64
2;Groepen;2024-04-13;5
11;Vol betalend E-Ticket;2024-04-13;539
20;Acties Overig;2024-04-13;117
24;Gratis E-Tickets;2024-04-13;98
22;Acties Joint Promotions Open e-tickets;2024-04-13;895
27;Acties Joint Promotions gesloten e-tickets;2024-04-13;561
23;Inkoop E-tickets;2024-04-13;159
29;Abonnement WILDLANDS;2024-04-13;1140
28;Entree Groepen WILDLANDS;2024-04-13;597
32;Acties Joint Promotions gesloten Overig;2024-04-13;57
31;Acties Joint Promotions open Overig;2024-04-13;16
1;Vol betalend;2024-04-14;295
2;Groepen;2024-04-14;7
6;Accommodatiehouder e-tickets;2024-04-14;38
5;Gratis;2024-04-14;317
11;Vol betalend E-Ticket;2024-04-14;399
20;Acties Overig;2024-04-14;131
22;Acties Joint Promotions Open e-tickets;2024-04-14;728
23;Inkoop E-tickets;2024-04-14;137
24;Gratis E-Tickets;2024-04-14;87
28;Entree Groepen WILDLANDS;2024-04-14;18
27;Acties Joint Promotions gesloten e-tickets;2024-04-14;455
29;Abonnement WILDLANDS;2024-04-14;1992
32;Acties Joint Promotions gesloten Overig;2024-04-14;40
31;Acties Joint Promotions open Overig;2024-04-14;17
5;Gratis;2024-04-15;67
1;Vol betalend;2024-04-15;24
23;Inkoop E-tickets;2024-04-15;16
6;Accommodatiehouder e-tickets;2024-04-15;4
24;Gratis E-Tickets;2024-04-15;15
11;Vol betalend E-Ticket;2024-04-15;52
26;Entree Scholen WILDLANDS;2024-04-15;109
20;Acties Overig;2024-04-15;9
29;Abonnement WILDLANDS;2024-04-15;135
22;Acties Joint Promotions Open e-tickets;2024-04-15;117
32;Acties Joint Promotions gesloten Overig;2024-04-15;4
27;Acties Joint Promotions gesloten e-tickets;2024-04-15;68
28;Entree Groepen WILDLANDS;2024-04-15;1
1;Vol betalend;2024-04-16;52
5;Gratis;2024-04-16;52
6;Accommodatiehouder e-tickets;2024-04-16;32
11;Vol betalend E-Ticket;2024-04-16;18
20;Acties Overig;2024-04-16;4
24;Gratis E-Tickets;2024-04-16;12
22;Acties Joint Promotions Open e-tickets;2024-04-16;92
26;Entree Scholen WILDLANDS;2024-04-16;41
23;Inkoop E-tickets;2024-04-16;23
27;Acties Joint Promotions gesloten e-tickets;2024-04-16;46
28;Entree Groepen WILDLANDS;2024-04-16;6
29;Abonnement WILDLANDS;2024-04-16;188
31;Acties Joint Promotions open Overig;2024-04-16;2
32;Acties Joint Promotions gesloten Overig;2024-04-16;5
48;Acties E-Ticket alleen op dinsdag;2024-04-16;62
5;Gratis;2024-04-17;82
1;Vol betalend;2024-04-17;39
6;Accommodatiehouder e-tickets;2024-04-17;37
2;Groepen;2024-04-17;9
11;Vol betalend E-Ticket;2024-04-17;45
20;Acties Overig;2024-04-17;9
24;Gratis E-Tickets;2024-04-17;15
22;Acties Joint Promotions Open e-tickets;2024-04-17;131
26;Entree Scholen WILDLANDS;2024-04-17;91
23;Inkoop E-tickets;2024-04-17;29
27;Acties Joint Promotions gesloten e-tickets;2024-04-17;63
28;Entree Groepen WILDLANDS;2024-04-17;121
29;Abonnement WILDLANDS;2024-04-17;294
32;Acties Joint Promotions gesloten Overig;2024-04-17;17
1;Vol betalend;2024-04-18;123
5;Gratis;2024-04-18;160
6;Accommodatiehouder e-tickets;2024-04-18;83
23;Inkoop E-tickets;2024-04-18;42
11;Vol betalend E-Ticket;2024-04-18;94
24;Gratis E-Tickets;2024-04-18;68
20;Acties Overig;2024-04-18;50
29;Abonnement WILDLANDS;2024-04-18;327
22;Acties Joint Promotions Open e-tickets;2024-04-18;327
31;Acties Joint Promotions open Overig;2024-04-18;5
27;Acties Joint Promotions gesloten e-tickets;2024-04-18;193
32;Acties Joint Promotions gesloten Overig;2024-04-18;26
28;Entree Groepen WILDLANDS;2024-04-18;94
1;Vol betalend;2024-04-19;14
5;Gratis;2024-04-19;67
20;Acties Overig;2024-04-19;15
6;Accommodatiehouder e-tickets;2024-04-19;8
23;Inkoop E-tickets;2024-04-19;27
8;Abonnement;2024-04-19;4
28;Entree Groepen WILDLANDS;2024-04-19;1
11;Vol betalend E-Ticket;2024-04-19;38
22;Acties Joint Promotions Open e-tickets;2024-04-19;81
24;Gratis E-Tickets;2024-04-19;8
26;Entree Scholen WILDLANDS;2024-04-19;264
27;Acties Joint Promotions gesloten e-tickets;2024-04-19;89
29;Abonnement WILDLANDS;2024-04-19;241
32;Acties Joint Promotions gesloten Overig;2024-04-19;2
1;Vol betalend;2024-04-20;114
2;Groepen;2024-04-20;23
5;Gratis;2024-04-20;113
20;Acties Overig;2024-04-20;77
6;Accommodatiehouder e-tickets;2024-04-20;29
23;Inkoop E-tickets;2024-04-20;115
11;Vol betalend E-Ticket;2024-04-20;198
28;Entree Groepen WILDLANDS;2024-04-20;4
19;Acties E-Ticket;2024-04-20;3
31;Acties Joint Promotions open Overig;2024-04-20;4
22;Acties Joint Promotions Open e-tickets;2024-04-20;500
24;Gratis E-Tickets;2024-04-20;55
27;Acties Joint Promotions gesloten e-tickets;2024-04-20;414
29;Abonnement WILDLANDS;2024-04-20;674
32;Acties Joint Promotions gesloten Overig;2024-04-20;13
5;Gratis;2024-04-21;314
1;Vol betalend;2024-04-21;241
6;Accommodatiehouder e-tickets;2024-04-21;54
20;Acties Overig;2024-04-21;101
11;Vol betalend E-Ticket;2024-04-21;280
22;Acties Joint Promotions Open e-tickets;2024-04-21;759
24;Gratis E-Tickets;2024-04-21;93
23;Inkoop E-tickets;2024-04-21;123
27;Acties Joint Promotions gesloten e-tickets;2024-04-21;492
28;Entree Groepen WILDLANDS;2024-04-21;2
29;Abonnement WILDLANDS;2024-04-21;1937
31;Acties Joint Promotions open Overig;2024-04-21;7
32;Acties Joint Promotions gesloten Overig;2024-04-21;34
1;Vol betalend;2024-04-22;61
5;Gratis;2024-04-22;49
6;Accommodatiehouder e-tickets;2024-04-22;35
23;Inkoop E-tickets;2024-04-22;55
11;Vol betalend E-Ticket;2024-04-22;86
24;Gratis E-Tickets;2024-04-22;47
20;Acties Overig;2024-04-22;41
26;Entree Scholen WILDLANDS;2024-04-22;203
22;Acties Joint Promotions Open e-tickets;2024-04-22;341
29;Abonnement WILDLANDS;2024-04-22;346
27;Acties Joint Promotions gesloten e-tickets;2024-04-22;258
31;Acties Joint Promotions open Overig;2024-04-22;9
28;Entree Groepen WILDLANDS;2024-04-22;5
32;Acties Joint Promotions gesloten Overig;2024-04-22;9
5;Gratis;2024-04-23;100
1;Vol betalend;2024-04-23;87
11;Vol betalend E-Ticket;2024-04-23;119
6;Accommodatiehouder e-tickets;2024-04-23;69
24;Gratis E-Tickets;2024-04-23;48
20;Acties Overig;2024-04-23;54
26;Entree Scholen WILDLANDS;2024-04-23;519
22;Acties Joint Promotions Open e-tickets;2024-04-23;340
27;Acties Joint Promotions gesloten e-tickets;2024-04-23;326
23;Inkoop E-tickets;2024-04-23;95
29;Abonnement WILDLANDS;2024-04-23;545
28;Entree Groepen WILDLANDS;2024-04-23;9
32;Acties Joint Promotions gesloten Overig;2024-04-23;21
31;Acties Joint Promotions open Overig;2024-04-23;27
48;Acties E-Ticket alleen op dinsdag;2024-04-23;185
2;Groepen;2024-04-24;15
1;Vol betalend;2024-04-24;58
5;Gratis;2024-04-24;47
6;Accommodatiehouder e-tickets;2024-04-24;22
20;Acties Overig;2024-04-24;27
11;Vol betalend E-Ticket;2024-04-24;64
23;Inkoop E-tickets;2024-04-24;74
